tconst,primaryTitle,startYear,genres
tt0087184,My Little Sentimental Friend,1984,Drama
tt0087187,Days in June,1985,"Comedy,Drama"
tt0087194,The Eighteen Jade Arhats,1978,"Action,Mystery"
tt0087198,Ellie,1984,Comedy
tt0087202,The Enchanted Journey,1981,"Animation,Family,Fantasy"
tt0087205,The Children,1985,Comedy
tt0087208,Henry IV,1984,Drama
tt0087218,Fleeing from Evil to God,1984,Drama
tt0087221,Evil Judgment,1984,"Crime,Mystery,Thriller"
tt0087222,The Evil That Men Do,1984,"Action,Drama,Thriller"
tt0087229,Exterminator 2,1984,"Action,Crime,Drama"
tt0087231,The Falcon and the Snowman,1985,"Biography,Crime,Drama"
tt0087233,Falling in Love,1984,"Drama,Romance"
tt0087237,Fanny Hill,1983,"Comedy,Drama,Romance"
tt0087238,Fanny Pelopaja,1984,Crime
tt0087242,Fast Talking,1984,Drama
tt0087243,Fatal Games,1984,"Horror,Sport"
tt0087246,Favourites of the Moon,1984,"Comedy,Crime,Drama"
tt0087247,Fear City,1984,"Crime,Drama,Mystery"
tt0087251,Hubert the Smart Boy,1985,"Comedy,Crime"
tt0087258,Final Justice,1985,"Action,Crime,Drama"
tt0087260,Finders Keepers,1984,Comedy
tt0087262,Firestarter,1984,"Action,Horror,Sci-Fi"
tt0087263,Firstborn,1984,"Drama,Thriller"
tt0087264,The Fix,1985,"Crime,Drama"
tt0087265,The Flamingo Kid,1984,"Comedy,Drama,Romance"
tt0087268,Flashpoint,1984,"Action,Crime,Drama"
tt0087269,Flashpoint Africa,1980,Adventure
tt0087274,The Flying Devils,1985,Drama
tt0087275,The Future of Emily,1984,Drama
tt0087280,The Element of Crime,1984,"Crime,Drama,Thriller"
tt0087282,The Last Victim,1976,"Horror,Thriller"
tt0087283,Fort 13,1984,"Drama,War"
tt0087289,Frankenstein 90,1984,"Comedy,Horror,Sci-Fi"
tt0087290,Frankenstein's Great Aunt Tillie,1984,"Comedy,Horror,Sci-Fi"
tt0087292,Lolita,1984,"Comedy,Drama"
tt0087297,Frida Still Life,1983,"Biography,Drama"
tt0087298,Friday the 13th: The Final Chapter,1984,"Horror,Thriller"
tt0087300,The Frog Prince,1985,"Comedy,Drama,Romance"
tt0087301,Hibiscus Town,1987,"Drama,History,Romance"
tt0087303,A Man Called Rage,1984,"Action,Sci-Fi,Thriller"
tt0087307,Furious,1984,"Action,Adventure,Fantasy"
tt0087308,Future Schlock,1984,"Comedy,Sci-Fi"
tt0087310,The Future Is Woman,1984,Drama
tt0087312,Miraculous Flower,1981,Action
tt0087313,Garbo Talks,1984,"Comedy,Drama"
tt0087319,Ghost's Lover,1987,Horror
tt0087322,George Stevens: A Filmmaker's Journey,1984,"Biography,Documentary"
tt0087328,The Home and the World,1984,Drama
tt0087332,Ghostbusters,1984,"Action,Comedy,Fantasy"
tt0087333,Gimme an 'F',1984,Comedy
tt0087336,Girls Nite Out,1982,"Horror,Mystery,Thriller"
tt0087344,Godzilla 1985,1985,"Action,Horror,Sci-Fi"
tt0087348,Goldy: The Last of the Golden Bears,1984,"Adventure,Family"
tt0087349,"Blue Mountains, or Unbelievable Story",1983,"Comedy,Drama"
tt0087354,Grace Quigley,1984,Comedy
tt0087359,"Grandview, U.S.A.",1984,Drama
tt0087363,Gremlins,1984,"Comedy,Fantasy,Horror"
tt0087365,Greystoke,1984,"Adventure,Drama"
tt0087366,Bad Manners,1984,Comedy
tt0087373,The Dog Who Stopped the War,1984,"Comedy,Drama,Family"
tt0087374,The Gunrunner,1989,"Crime,Drama"
tt0087375,Showdown at the Equator,1978,"Action,Drama"
tt0087376,"Gwen, the Book of Sand",1985,"Adventure,Animation,Fantasy"
tt0087377,The Crazy Family,1984,"Comedy,Drama"
tt0087378,Hadley's Rebellion,1983,Drama
tt0087379,Hambone and Hillie,1983,"Comedy,Drama"
tt0087389,Haunters of the Deep,1984,"Family,Fantasy,Mystery"
tt0087396,Heart of the Stag,1984,Drama
tt0087397,Heartbreakers,1984,Drama
tt0087399,Heavenly Bodies,1984,"Drama,Romance"
tt0087402,Hell Riders,1984,"Action,Drama"
tt0087404,Bring the Little Pigs,1984,Comedy
tt0087412,The Story of O 2,1984,Drama
tt0087414,The Hit,1984,"Crime,Drama,Thriller"
tt0087417,The Festival of Fire,1985,"Comedy,Drama"
tt0087418,Hollywood Hot Tubs,1984,Comedy
tt0087419,Hollywood Out-takes and Rare Footage,1983,"Comedy,Documentary"
tt0087421,Home Free All,1983,"Comedy,Drama"
tt0087425,Hot Dog... The Movie,1984,"Comedy,Romance,Sport"
tt0087428,The Hotel New Hampshire,1984,"Comedy,Drama"
tt0087429,The House of God,1984,"Comedy,Drama"
tt0087430,The House of the Yellow Carpet,1983,"Crime,Drama,Horror"
tt0087432,When the Raven Flies,1984,"Action,Drama"
tt0087442,The Chieftain,1984,Drama
tt0087451,The Ice Pirates,1984,"Action,Adventure,Comedy"
tt0087452,Iceman,1984,"Drama,Sci-Fi"
tt0087456,The Illusionist,1983,Comedy
tt0087459,In the Belly of the Whale,1985,Comedy
tt0087461,Deadly Impact,1984,"Action,Crime,Drama"
tt0087464,Impulse,1984,"Horror,Mystery,Sci-Fi"
tt0087469,Indiana Jones and the Temple of Doom,1984,"Action,Adventure"
tt0087470,The Indomitable Teddy Roosevelt,1983,"Documentary,Drama"
tt0087472,The Initiation,1984,"Horror,Mystery,Thriller"
tt0087473,Innocence,1983,"Drama,Romance"
tt0087474,Revolution,1984,"Action,Drama,Thriller"
tt0087476,Interface,1984,"Comedy,Horror,Sci-Fi"
tt0087477,Intruders,1984,Drama
tt0087479,The Astral Factor,1978,"Sci-Fi,Thriller"
tt0087481,Double Trouble,1984,"Action,Comedy"
tt0087482,Irreconcilable Differences,1984,"Comedy,Drama,Romance"
tt0087485,Isaac Littlefeathers,1984,Drama
tt0087486,Isabel on the Stairs,1984,Drama
tt0087487,Warrior Women,1981,"Adventure,Fantasy"
tt0087490,It Don't Pay to Be an Honest Citizen,1985,Drama
tt0087495,How Poets Are Losing Their Illusions,1985,Comedy
tt0087500,Jerry Lewis Live,1984,Comedy
tt0087507,Johnny Dangerously,1984,"Comedy,Crime"
tt0087513,Joy of Sex,1984,"Comedy,Romance"
tt0087514,Happy Easter,1984,Comedy
tt0087515,The Judge,1984,"Crime,Drama"
tt0087516,The Angry Toy,1984,Drama
tt0087520,The Twin,1984,Comedy
tt0087522,The Other Side of Gentleman,1984,Comedy
tt0087523,Jungle Warriors,1984,"Action,Adventure,Drama"
tt0087524,Just Passing Through,1984,Drama
tt0087528,The Happy Ghost,1984,"Comedy,Family,Horror"
tt0087533,White Trash,1983,Drama
tt0087536,What the Law Will Do,1984,Thriller
tt0087538,The Karate Kid,1984,"Action,Drama,Family"
tt0087543,Katy Caterpillar,1984,"Adventure,Animation,Family"
tt0087545,The Family Game,1983,"Comedy,Drama"
tt0087547,The Clock,1984,Drama
tt0087551,The Killers,1984,"Crime,Drama"
tt0087552,The Killing Edge,1984,Sci-Fi
tt0087553,The Killing Fields,1984,"Biography,Drama,History"
tt0087555,The Clairvoyant,1982,"Horror,Mystery,Thriller"
tt0087564,The Clan - Tale of the Frogs,1984,"Crime,Drama,Romance"
tt0087566,Class Relations,1984,Drama
tt0087571,Children of Nagasaki,1983,"Drama,War"
tt0087578,Wheels on Meals,1984,"Action,Comedy,Crime"
tt0087580,King Thrushbeard,1984,"Comedy,Drama,Fantasy"
tt0087587,On the Threshold,1984,Drama
tt0087589,Lassiter,1984,"Action,Crime,Drama"
tt0087592,The Last Horror Film,1982,"Comedy,Horror"
tt0087594,The Last Hunter,1980,"Action,Drama,Thriller"
tt0087595,The Last Night of Madam Chin,1984,Drama
tt0087597,The Last Starfighter,1984,"Action,Adventure,Sci-Fi"
tt0087599,Last Winter,1984,"Drama,War"
tt0087602,Singleton's Pluck,1984,Comedy
tt0087606,The Legend of Suram Fortress,1985,Drama
tt0087607,Jungle Raiders,1985,"Action,Adventure"
tt0087622,The Lift,1983,"Horror,Sci-Fi,Thriller"
tt0087623,Lightning Fists of Shaolin,1984,"Action,Drama"
tt0087625,The Occupant,1984,"Comedy,Horror"
tt0087626,Lipstick and Blood,1984,"Crime,Drama,Thriller"
tt0087627,Black List,1984,Action
tt0087628,Listen to the City,1984,"Drama,Sci-Fi"
tt0087629,The Little Drummer Girl,1984,Thriller
tt0087633,The Little Sister,1985,Drama
tt0087635,The Lonely Guy,1984,"Comedy,Romance"
tt0087643,Love Scenes,1984,Drama
tt0087644,Love Streams,1984,Drama
tt0087646,Love on the Pyramids Plateau,1986,"Drama,Romance"
tt0087648,Lovelines,1984,Comedy
tt0087649,Low Visibility,1984,Drama
tt0087650,Love and Doves,1985,"Comedy,Romance"
tt0087653,He's Worse Than Me,1985,Comedy
tt0087659,Male and Female,1984,Drama
tt0087660,Macross: Do You Remember Love?,1984,"Action,Adventure,Animation"
tt0087666,Making the Grade,1984,"Comedy,Romance"
tt0087675,Man Without Memory,1984,Drama
tt0087676,A Man Like Eva,1984,"Biography,Drama"
tt0087677,The Man from Majorca,1984,"Action,Crime,Thriller"
tt0087679,The Owl vs. Bumbo,1984,"Action,Comedy"
tt0087682,Maria's Lovers,1984,"Drama,Romance"
tt0087683,Mario,1984,"Drama,Fantasy"
tt0087685,Martin's Day,1985,Drama
tt0087687,The Masculine Mystique,1984,Drama
tt0087688,Mass Appeal,1984,Drama
tt0087689,Massive Retaliation,1984,"Drama,War"
tt0087697,The Mirage,1984,Drama
tt0087698,Maybe It's Love,1984,"Drama,Mystery"
tt0087699,Beyond the Walls,1984,Drama
tt0087700,Meatballs Part II,1984,Comedy
tt0087703,River Without Buoys,1984,Drama
tt0087705,Melvin: Son of Alvin,1984,Comedy
tt0087706,Memed My Hawk,1984,Drama
tt0087707,Memoirs,1984,Drama
tt0087716,Where's Picone?,1984,Comedy
tt0087718,Micki + Maude,1984,"Comedy,Romance"
tt0087720,In the Middle of the Night,1984,"Comedy,Drama"
tt0087722,Mike's Murder,1984,"Drama,Mystery,Thriller"
tt0087723,Night Has a Thousand Desires,1984,"Horror,Thriller"
tt0087727,Missing in Action,1984,"Action,Adventure,Drama"
tt0087730,Misunderstood,1984,Drama
tt0087731,Give the Devil His Due,1985,"Adventure,Comedy,Family"
tt0087735,Model Behavior,1982,Drama
tt0087738,Mona and the Time of Burning Love,1983,Drama
tt0087739,Monaco Forever,1984,Comedy
tt0087742,The Vultures,1984,"Action,Comedy,Drama"
tt0087746,Mortuary,1983,Horror
tt0087747,Moscow on the Hudson,1984,"Comedy,Drama,Romance"
tt0087748,Mother's Meat & Freud's Flesh,1984,Comedy
tt0087755,The Muppets Take Manhattan,1984,"Adventure,Comedy,Drama"
tt0087758,Murder: Ultimate Grounds for Divorce,1984,Action
tt0087759,Murder-Rock: Dancing Death,1984,"Mystery,Thriller"
tt0087763,My Brother's Wedding,1983,Drama
tt0087765,My First Wife,1984,Drama
tt0087766,My Kind of Town,1984,Drama
tt0087768,My Therapist,1984,Drama
tt0087776,The Naked Country,1985,"Action,Drama,Romance"
tt0087777,The Naked Face,1984,"Action,Mystery,Thriller"
tt0087781,The Natural,1984,"Drama,Sport"
tt0087782,Fog Chasers,1985,Drama
tt0087786,Shackin' Up,1984,"Drama,Romance"
tt0087788,The Next One,1984,"Drama,Fantasy,Sci-Fi"
tt0087789,Next of Kin,1984,"Comedy,Drama"
tt0087795,Night Patrol,1984,Comedy
tt0087796,Mutant,1984,"Horror,Sci-Fi,Thriller"
tt0087798,Night Train to Terror,1985,Horror
tt0087799,Night of the Comet,1984,"Comedy,Horror,Sci-Fi"
tt0087800,A Nightmare on Elm Street,1984,Horror
tt0087802,The Nine Demons,1984,"Action,Horror"
tt0087805,Ninja III: The Domination,1984,"Action,Fantasy,Thriller"
tt0087806,The Ninja Mission,1984,"Action,Drama"
tt0087812,Nights Without Moons and Suns,1984,"Crime,Mystery,Thriller"
tt0087814,Nothing Left to Do but Cry,1984,"Comedy,Fantasy"
tt0087815,Not for Publication,1984,"Comedy,Crime,Mystery"
tt0087817,Nothing Lasts Forever,1984,"Comedy,Drama,Fantasy"
tt0087821,Full Moon in Paris,1984,"Drama,Romance"
tt0087825,The Oasis,1984,Drama
tt0087829,Odd Jobs,1986,Comedy
tt0087830,Oddballs,1984,Comedy
tt0087835,"Oh, God! You Devil",1984,"Comedy,Fantasy"
tt0087837,Old Enough,1984,Drama
tt0087838,Oldrich a Bozena,1985,Drama
tt0087843,Once Upon a Time in America,1984,"Crime,Drama"
tt0087852,Ordeal by Innocence,1984,"Mystery,Thriller"
tt0087853,"Orinoko, New World",1984,Drama
tt0087855,Almanac of Fall,1984,Drama
tt0087856,Other Halves,1984,Drama
tt0087858,Tora-san's Forbidden Love,1984,"Comedy,Romance"
tt0087859,Marriage Counselor Tora-san,1984,Comedy
tt0087863,Over Exposed,1984,"Drama,Romance"
tt0087864,Over the Brooklyn Bridge,1984,Comedy
tt0087866,Oxford Blues,1984,"Comedy,Drama,Sport"
tt0087867,PX,1982,Drama
tt0087873,Pallet on the Floor,1984,"Crime,Drama"
tt0087877,How Did You Get In? We Didn't See You Leave,1984,Comedy
tt0087878,Parade of the Planets,1984,"Drama,Fantasy"
tt0087881,Paradise Motel,1985,Comedy
tt0087889,The Party Animal,1984,"Comedy,Fantasy"
tt0087892,A Passage to India,1984,"Adventure,Drama,History"
tt0087896,Mean Business,1979,"Action,Crime,Drama"
tt0087900,Change of Fate,1987,Drama
tt0087901,Perfect Strangers,1984,"Crime,Drama,Thriller"
tt0087909,Phenomena,1985,"Horror,Mystery"
tt0087910,The Philadelphia Experiment,1984,"Adventure,Drama,Romance"
tt0087914,Pigs,1984,Drama
tt0087915,Pink Force Commando,1982,Action
tt0087917,Pinot simple flic,1984,"Comedy,Drama"
tt0087921,Places in the Heart,1984,Drama
tt0087925,I Go Pogo,1980,"Animation,Comedy"
tt0087927,Polar,1984,"Crime,Thriller"
tt0087928,Police Academy,1984,Comedy
tt0087932,The Pope of Greenwich Village,1984,"Action,Comedy,Crime"
tt0087933,Poppers,1984,"Action,Thriller"
tt0087942,Prime Risk,1985,"Crime,Drama,Thriller"
tt0087943,Prince Jack,1984,Drama
tt0087944,The Fantasies of Miss Jones,1986,"Comedy,Drama,Romance"
tt0087945,Star Slammer,1986,"Action,Comedy,Sci-Fi"
tt0087951,Protocol,1984,Comedy
tt0087956,Purple Hearts,1984,"Drama,War"
tt0087959,Love in a Fallen City,1984,"Drama,Romance,War"
tt0087960,Prince Charming,1984,"Comedy,Romance"
tt0087963,A Family Affair,1984,"Comedy,Drama"
tt0087968,Racing with the Moon,1984,"Comedy,Drama,Romance"
tt0087973,Raging Anger,1984,"Action,War"
tt0087980,The Razor's Edge,1984,"Drama,Romance,War"
tt0087981,Razorback,1984,"Horror,Thriller"
tt0087983,Reckless,1984,"Comedy,Drama,Romance"
tt0087985,Red Dawn,1984,"Action,Drama"
tt0087986,The Red Fury,1984,Drama
tt0087989,Reflections,1984,"Drama,Romance"
tt0087992,Life,1984,Drama
tt0087995,Repo Man,1984,"Action,Comedy,Crime"
tt0087998,The Deadly Spawn,1983,"Horror,Sci-Fi"
tt0088000,Revenge of the Nerds,1984,Comedy
tt0088002,My New Partner,1984,"Comedy,Crime"
tt0088003,Rita Ritter,1984,Comedy
tt0088006,The River Rat,1984,"Adventure,Crime,Drama"
tt0088007,The River,1984,Drama
tt0088008,Roadhouse 66,1984,"Action,Comedy,Romance"
tt0088009,A Year of the Quiet Sun,1984,"Drama,Romance,War"
tt0088011,Romancing the Stone,1984,"Action,Adventure,Comedy"
tt0088021,Dissolved and Effused,1985,"Comedy,Crime"
tt0088024,Runaway,1984,"Action,Crime,Sci-Fi"
tt0088025,Running Hot,1984,"Crime,Drama"
tt0088027,On the Line,1984,Drama
tt0088032,Lost in the Sahara,1985,Drama
tt0088040,The Holy Innocents,1984,Drama
tt0088041,Farewell to the Ark,1984,"Fantasy,Mystery,Romance"
tt0088044,Savage Streets,1984,"Action,Crime,Drama"
tt0088046,Scandalous,1984,"Comedy,Mystery"
tt0088047,Scarred,1983,Drama
tt0088050,Darlings!,1984,Comedy
tt0088066,Scream for Help,1984,"Crime,Horror,Mystery"
tt0088067,Screamplay,1985,"Comedy,Horror,Mystery"
tt0088069,Search for Vengeance,1984,Action
tt0088072,Second Time Lucky,1984,"Adventure,Comedy,Drama"
tt0088073,The Secret Diary of Sigmund Freud,1984,"Biography,Comedy"
tt0088074,Secret Honor,1984,"Biography,Comedy,Drama"
tt0088075,Secret Places,1984,Drama
tt0088082,Conquest,1982,"Crime,Drama,Sci-Fi"
tt0088083,Sexmission,1984,"Adventure,Comedy,Sci-Fi"
tt0088086,"Teacher, Don't Turn Me On!",1984,"Comedy,Drama"
tt0088088,Sentimental Reasons,1984,"Action,Drama"
tt0088089,The Sea Serpent,1985,"Adventure,Horror"
tt0088092,The Seven Vampires,1986,"Comedy,Horror,Mystery"
tt0088093,MacArthur's Children,1984,"Comedy,Drama,War"
tt0088094,Sex Beyond the Grave,1984,Horror
tt0088098,A Certain Romance,1984,Drama
tt0088099,Alcoholic,1984,"Comedy,Drama,Romance"
tt0088100,Devil Fish,1984,"Action,Adventure,Comedy"
tt0088102,She'll Be Wearing Pink Pyjamas,1985,Comedy
tt0088103,Sheena: Queen of the Jungle,1984,"Adventure,Fantasy"
tt0088106,Merry Christmas,1984,Comedy
tt0088107,Long Arm of the Law,1984,"Action,Crime,Thriller"
tt0088110,Beloved Daddy,1984,Drama
tt0088111,The Shooting Party,1985,"Drama,Romance"
tt0088112,The Return of Pom Pom,1984,"Action,Comedy"
tt0088116,Silent Madness,1984,"Horror,Thriller"
tt0088117,"Silent Night, Deadly Night",1984,"Horror,Thriller"
tt0088118,The Silent One,1985,"Adventure,Drama,Family"
tt0088119,Silver City,1984,"Drama,History,Romance"
tt0088126,Homecoming,1984,Drama
tt0088128,Sixteen Candles,1984,"Comedy,Romance"
tt0088132,Sweet Troubles,1985,Comedy
tt0088134,Slapstick of Another Kind,1982,"Comedy,Fantasy,Sci-Fi"
tt0088135,Slayground,1983,"Crime,Drama"
tt0088137,Sloane,1985,"Action,Comedy,Mystery"
tt0088139,Texas Godfather,1985,"Action,Drama"
tt0088140,SnoWonder,1982,"Documentary,Sport"
tt0088142,Snowballing,1984,Comedy
tt0088146,A Soldier's Story,1984,"Crime,Drama,Mystery"
tt0088151,Sonatine,1984,Drama
tt0088152,A Strange Love,1984,Drama
tt0088157,Special Effects,1984,"Drama,Horror,Thriller"
tt0088161,Splash,1984,"Comedy,Fantasy,Romance"
tt0088166,The Sprinter,1984,"Drama,Sport"
tt0088169,Stanley: Every Home Should Have One,1984,"Action,Comedy"
tt0088170,Star Trek III: The Search for Spock,1984,"Action,Adventure,Sci-Fi"
tt0088176,The Stone Boy,1984,Drama
tt0088180,The Story of the Dolls,1984,"Drama,Romance"
tt0088183,A Strange Love Affair,1985,"Drama,Romance"
tt0088184,Stranger Than Paradise,1984,"Comedy,Drama"
tt0088185,Strangers Kiss,1983,Drama
tt0088192,Street Hero,1984,Drama
tt0088194,Streets of Fire,1984,"Action,Crime,Drama"
tt0088195,Streetwalkin',1985,"Action,Drama,Thriller"
tt0088196,Streetwise,1984,"Documentary,Drama"
tt0088197,Stress,1984,"Crime,Drama,Thriller"
tt0088198,Strikebound,1984,Drama
tt0088199,Stuck on You!,1982,"Comedy,Romance"
tt0088200,Success Is the Best Revenge,1984,Drama
tt0088203,Summer's Children,1979,"Drama,Mystery"
tt0088206,Supergirl,1984,"Action,Adventure,Fantasy"
tt0088208,Surfacing,1981,"Adventure,Drama"
tt0088210,The Surrogate,1984,"Drama,Mystery,Thriller"
tt0088213,Swing Shift,1984,"Drama,Romance,War"
tt0088217,Flowers of Reverie,1985,"Drama,History"
tt0088222,Typhoon Club,1985,"Drama,Romance"
tt0088224,Tank,1984,"Action,Comedy,Drama"
tt0088241,Voyage to Cythera,1984,Drama
tt0088242,Teachers,1984,"Comedy,Drama"
tt0088247,The Terminator,1984,"Action,Sci-Fi"
tt0088249,Terror in the Aisles,1984,"Documentary,Horror,Thriller"
tt0088250,A Test of Love,1984,Drama
tt0088253,Thais,1984,Drama
tt0088254,That's My Baby!,1984,"Comedy,Romance"
tt0088255,They're Playing with Fire,1984,"Crime,Horror,Thriller"
tt0088256,Thief of Hearts,1984,"Crime,Drama,Thriller"
tt0088260,Three Stooges Go Undercover,1984,Comedy
tt0088268,Teppanyaki,1984,Comedy
tt0088269,I Love Maria,1988,Sci-Fi
tt0088271,Springtime in Vienna,1984,Comedy
tt0088272,Tightrope,1984,"Crime,Mystery,Thriller"
tt0088275,The Times of Harvey Milk,1984,"Biography,Documentary,History"
tt0088276,The Price of Love,1984,"Drama,Romance"
tt0088287,Torchlight,1985,"Drama,Romance"
tt0088292,Toy Soldiers,1984,"Action,Drama"
tt0088294,Hell Train,1985,"Crime,Drama"
tt0088300,Sidewalks of Bangkok,1984,"Action,Adventure,Thriller"
tt0088301,Truckin' Buddy McCoy,1982,Drama
tt0088309,Two in Black Belt,1978,Action
tt0088310,Led by the Nose,1984,Comedy
tt0088312,In the Jaws of Life,1984,Comedy
tt0088314,Ultimatum,1984,Drama
tt0088315,Swann in Love,1984,"Drama,Romance"
tt0088318,A Sunday in the Country,1984,Drama
tt0088322,Under the Volcano,1984,Drama
tt0088323,The NeverEnding Story,1984,"Adventure,Drama,Family"
tt0088327,Unfinished Business,1984,Drama
tt0088330,Until September,1984,"Drama,Romance"
tt0088333,Up the Creek,1984,Comedy
tt0088334,Urusei Yatsura 2: Beautiful Dreamer,1984,"Adventure,Animation,Comedy"
tt0088337,Vamping,1984,Drama
tt0088338,The Elusive Summer of '68,1984,"Comedy,Drama,Romance"
tt0088339,Vaudeville,1986,"Comedy,Drama,Romance"
tt0088345,Soldier's Revenge,1986,"Action,Drama,War"
tt0088352,Wandering Lives,1985,"Adventure,Drama"
tt0088353,Video Vixens!,1974,Comedy
tt0088354,Family Life,1985,Drama
tt0088355,Vigil,1984,Drama
tt0088356,Violated,1988,"Crime,Drama,Thriller"
tt0088357,Long Live Life,1984,"Comedy,Drama,Mystery"
tt0088359,White Fire,1984,"Action,Drama,Thriller"
tt0088373,Lock Up,1984,Drama
tt0088378,Warming Up,1985,"Comedy,Family"
tt0088379,The Warrior and the Sorceress,1984,"Adventure,Fantasy"
tt0088380,Warrior of the Lost World,1984,"Action,Sci-Fi,Thriller"
tt0088382,The Way It Is,1985,Comedy
tt0088385,Weekend Pass,1984,Comedy
tt0088392,What Waits Below,1984,"Action,Horror"
tt0088393,Wheels of Fire,1985,"Action,Adventure,Sci-Fi"
tt0088395,Where the Boys Are,1984,Comedy
tt0088402,The Wild Life,1984,"Comedy,Drama"
tt0088404,Wildrose,1984,Drama
tt0088405,Windy City,1984,"Drama,Romance"
tt0088407,Winter Flight,1984,"Drama,Romance"
tt0088412,Where the Green Ants Dream,1984,Drama
tt0088414,The Woman in Red,1984,"Comedy,Romance"
tt0088418,Profile in Anger,1984,"Action,Crime,Thriller"
tt0088427,Yellow Hair and the Fortress of Gold,1984,"Adventure,Comedy,Western"
tt0088445,Zappa,1983,"Comedy,Drama,Romance"
tt0088454,Zombie Island Massacre,1984,Horror
tt0088457,Mad Mission 3: Our Man from Bond Street,1984,"Action,Comedy"
tt0088461,What Have I Done to Deserve This?,1984,"Comedy,Drama"
tt0088465,Woman Doctors,1984,"Crime,Drama"
tt0088646,Nineteen Nineteen,1985,Drama
tt0088652,90 Days,1985,"Comedy,Romance"
tt0088658,A.K.,1985,"Biography,Documentary,History"
tt0088671,Farewell to Fred,1985,"Crime,Drama,Thriller"
tt0088678,The Adventures of Mark Twain,1985,"Adventure,Animation,Family"
tt0088679,After Darkness,1985,"Drama,Horror,Thriller"
tt0088680,After Hours,1985,"Comedy,Crime,Drama"
tt0088682,Agent on Ice,1986,"Action,Drama"
tt0088683,Agnes of God,1985,"Drama,Mystery"
tt0088686,Cupid One,1985,"Comedy,Drama,Romance"
tt0088691,The Alchemist,1983,Horror
tt0088695,Alien Warrior,1986,"Action,Crime,Sci-Fi"
tt0088696,Into the Night,1985,Drama
tt0088701,Always,1985,"Drama,Romance"
tt0088702,I Was a Teenage TV Terrorist,1985,Comedy
tt0088703,Amazon Jail,1982,"Action,Crime,Thriller"
tt0088705,American Commandos,1985,Action
tt0088706,American Drive-In,1985,Comedy
tt0088707,American Flyers,1985,"Drama,Sport"
tt0088708,American Ninja,1985,"Action,Adventure,Romance"
tt0088710,All My Friends Part 3,1985,Comedy
tt0088712,Love Around the Corner,1986,Drama
tt0088715,Love on the Quiet,1985,Comedy
tt0088722,The Angelic Conversation,1985,Drama
tt0088723,Angkor: Cambodia Express,1982,"Action,Drama,War"
tt0088724,The Assault of the Present on the Rest of Time,1985,"Comedy,Drama"
tt0088729,The Annihilators,1985,"Action,Crime,Drama"
tt0088737,The Armchair Hacker,1985,"Action,Comedy,Thriller"
tt0088743,Aspern,1982,"Drama,Romance"
tt0088744,The Assam Garden,1985,Drama
tt0088746,The Assisi Underground,1985,"Drama,History,War"
tt0088748,Asterix and Caesar,1985,"Adventure,Animation,Comedy"
tt0088751,The Naked Monster,2005,"Comedy,Horror,Sci-Fi"
tt0088752,Attack of the Beast Creatures,1985,Horror
tt0088757,Avenging Angel,1985,"Action,Crime,Thriller"
tt0088758,The Aviator,1985,"Adventure,Drama"
tt0088760,Baby: Secret of the Lost Legend,1985,"Adventure,Family,Sci-Fi"
tt0088763,Back to the Future,1985,"Adventure,Comedy,Sci-Fi"
tt0088765,Bad Medicine,1985,Comedy
tt0088768,Red Kiss,1985,"Drama,Romance"
tt0088771,Barbarian Queen,1985,"Adventure,Fantasy"
tt0088772,Boggy Creek II: And the Legend Continues,1984,"Adventure,Drama,Horror"
tt0088775,Basic Training,1985,Comedy
tt0088781,Beer,1985,Comedy
tt0088782,Before Stonewall,1984,"Documentary,History"
tt0088784,The Kiss,1981,"Crime,Drama,Mystery"
tt0088786,Bell Diamond,1986,Drama
tt0088787,The Beniker Gang,1984,Drama
tt0088789,The Berlin Affair,1985,Drama
tt0088794,Better Off Dead...,1985,"Comedy,Romance"
tt0088800,The Big Bet,1985,"Comedy,Romance"
tt0088801,Big Deal,1985,Comedy
tt0088802,The Big Hurt,1986,"Crime,Thriller"
tt0088809,Birds of Prey,1985,Thriller
tt0088810,The Burmese Harp,1985,"Drama,War"
tt0088811,Angry Harvest,1985,"Drama,Romance,War"
tt0088814,The Black Cauldron,1985,"Action,Adventure,Animation"
tt0088816,Blackout,1985,"Crime,Drama,Horror"
tt0088818,Blastfighter,1984,"Action,Crime,Drama"
tt0088821,Bliss,1985,"Comedy,Drama"
tt0088824,Blood Circus,1987,Sci-Fi
tt0088827,Blood Tracks,1985,"Horror,Thriller"
tt0088828,Bloody Wednesday,1988,"Crime,Horror,Thriller"
tt0088829,Blue Line,1985,"Drama,Family"
tt0088830,Eternal Evil,1985,Horror
tt0088838,Bombs Away,1985,Comedy
tt0088842,Boycott,1986,Drama
tt0088846,Brazil,1985,"Drama,Sci-Fi"
tt0088847,The Breakfast Club,1985,"Comedy,Drama"
tt0088848,Breaking All the Rules,1985,"Comedy,Crime,Romance"
tt0088849,Burning Flowers,1985,"Drama,Romance"
tt0088850,Brewster's Millions,1985,Comedy
tt0088851,The Bride,1985,"Fantasy,Horror,Romance"
tt0088857,Broken Rainbow,1985,"Documentary,History"
tt0088861,Brussels by Night,1983,Drama
tt0088864,Buddies,1985,"Drama,History,Romance"
tt0088866,Burke & Wills,1985,"Adventure,Drama,History"
tt0088867,Bumpstone,1985,Drama
tt0088870,Star Knight,1985,"Adventure,Fantasy,Sci-Fi"
tt0088876,Came a Hot Friday,1985,"Adventure,Comedy"
